Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset
3,12,2155,50342229,373658890,-1221803657,25111,28351,200,173,83,152,100,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342229,373658890,-1221803657,25111,28351,200,173,83,152,100,-270322233,-429590825,384989731,0,0,0,,
,,,50342323.03,,,,,,,,,,,,,,,,109201,1048184
3,12,2155,50342879,373658890,-1221803657,25111,28351,200,173,83,152,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342889,373658890,-1221803657,25111,28351,200,173,83,152,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342899,373658890,-1221803657,25111,28351,183,160,81,138,88,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342909,373658890,-1221803657,25111,28351,183,160,81,138,88,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342919,373658890,-1221803657,25111,28351,183,160,81,138,88,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342929,373658890,-1221803657,25111,28351,183,160,81,138,88,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342939,373658890,-1221803657,25111,28351,183,160,81,138,88,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50342939,373658890,-1221803657,25111,28351,183,160,81,138,88,-270322233,-429590825,384989731,0,0,0,,
,,,50343024.1,,,,,,,,,,,,,,,,109224,1048184
3,12,2155,50343579,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343589,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343599,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343609,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343619,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343629,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343639,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50343639,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
,,,50343725.23,,,,,,,,,,,,,,,,109224,1048200
3,12,2155,50344279,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344289,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344299,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344309,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344319,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344329,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344339,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50344339,373658890,-1221803657,25111,28351,200,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
,,,50344427.08,,,,,,,,,,,,,,,,109270,1048184
3,11,2155,50344979,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50344989,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50344999,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345009,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345019,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345029,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345039,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345039,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
,,,50345127.61,,,,,,,,,,,,,,,,109229,1048200
3,11,2155,50345679,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345689,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345699,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345709,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345719,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345729,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345739,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
3,11,2155,50345739,373658890,-1221803657,25111,28351,199,173,83,151,99,-270322233,-429590825,384989731,0,0,0,,
,,,50345827.36,,,,,,,,,,,,,,,,109238,1048184
3,12,2155,50346379,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346389,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346399,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346409,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346419,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346429,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346439,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50346439,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
,,,50346527.08,,,,,,,,,,,,,,,,109286,1048184
3,12,2155,50347079,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347089,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347099,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347109,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347119,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347129,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347139,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347139,373658890,-1221803657,25111,28351,182,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
,,,50347226.29,,,,,,,,,,,,,,,,109229,1048184
3,12,2155,50347779,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347789,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347799,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347809,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347819,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347829,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347839,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50347839,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
,,,50347926.89,,,,,,,,,,,,,,,,109244,1048184
3,12,2155,50348479,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348489,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348499,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348509,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348519,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348529,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348539,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50348539,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
,,,50348627.67,,,,,,,,,,,,,,,,109205,1048184
3,12,2155,50349179,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349189,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349199,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349209,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349219,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349229,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349239,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349239,373658890,-1221803657,25111,28351,181,159,81,137,87,-270322233,-429590825,384989731,0,0,0,,
,,,50349327.7,,,,,,,,,,,,,,,,109293,1048184
3,12,2155,50349879,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349889,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349899,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349909,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349919,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349929,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349939,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50349939,373658890,-1221803657,25111,28351,181,159,81,136,87,-270322233,-429590825,384989731,0,0,0,,
,,,50350028.38,,,,,,,,,,,,,,,,109254,1048184
3,12,2155,50350579,373658890,-1221803657,25111,28351,181,159,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350589,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350599,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350609,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350619,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350629,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350639,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50350639,373658890,-1221803657,25111,28351,181,158,81,136,86,-270322233,-429590825,384989731,0,0,0,,
,,,50350726.41,,,,,,,,,,,,,,,,109306,1048152
3,12,2155,50351279,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351289,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351299,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351309,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351319,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351329,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351339,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351339,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
,,,50351427.48,,,,,,,,,,,,,,,,109269,1048184
3,12,2155,50351979,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351989,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50351999,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352009,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352019,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352029,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352039,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352039,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
,,,50352125.54,,,,,,,,,,,,,,,,109348,1048168
3,12,2155,50352679,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352689,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352699,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352709,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352719,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352729,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352739,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50352739,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
,,,50352826.61,,,,,,,,,,,,,,,,109324,1048168
3,12,2155,50353379,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50353389,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50353399,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
3,12,2155,50353409,373658890,-1221803657,25111,28351,196,171,83,149,96,-270322233,-429590825,384989731,0,0,0,,
