Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset
3,8,2155,50336399,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336409,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336419,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336429,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336439,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336449,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336459,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50336459,373650287,-1222461483,56036,59286,257,221,102,196,130,-270831483,-429305867,385000910,0,0,0,,
,,,50336510.79,,,,,,,,,,,,,,,,191160,1047576
3,8,2155,50337099,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337109,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337119,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337129,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337139,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337149,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337159,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
3,8,2155,50337159,373650287,-1222461483,56036,59286,257,221,102,196,131,-270831483,-429305867,385000910,0,0,0,,
,,,50337209.95,,,,,,,,,,,,,,,,191359,1047544
3,9,2155,50337799,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337809,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337819,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337829,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337839,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337849,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337859,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50337859,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
,,,50337908.03,,,,,,,,,,,,,,,,191240,1047544
3,9,2155,50338499,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338509,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338519,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338529,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338539,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338549,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338559,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
3,9,2155,50338559,373650446,-1222461364,56212,59462,214,189,95,163,101,-270831412,-429305951,385001157,0,0,0,,
,,,50338610.31,,,,,,,,,,,,,,,,191329,1047576
3,10,2155,50339199,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339209,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339219,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339229,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339239,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339249,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339259,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339259,373650455,-1222461375,56134,59384,204,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
,,,50339310.86,,,,,,,,,,,,,,,,191295,1047512
3,10,2155,50339899,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339909,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339919,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339929,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339939,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339949,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339959,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50339959,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
,,,50340010.56,,,,,,,,,,,,,,,,191395,1047512
3,10,2155,50340599,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340609,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340619,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340629,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340639,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340649,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340659,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50340659,373650455,-1222461375,56134,59384,203,180,90,156,94,-270831383,-429305889,385001117,0,0,0,,
,,,50340708.54,,,,,,,,,,,,,,,,191375,1047496
3,10,2155,50341299,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50341319,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50341329,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50341339,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50341349,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50341359,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50341359,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
,,,50341408.96,,,,,,,,,,,,,,,,191454,1047480
3,10,2155,50341999,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342009,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342019,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342029,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342039,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342049,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342059,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342059,373650455,-1222461375,56134,59384,203,180,90,155,94,-270831383,-429305889,385001117,0,0,0,,
,,,50342108.6,,,,,,,,,,,,,,,,191449,1047416
3,10,2155,50342699,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342709,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342719,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342729,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342739,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342749,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342759,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50342759,373650455,-1222461375,56134,59384,203,180,90,155,93,-270831383,-429305889,385001117,0,0,0,,
,,,50342809.71,,,,,,,,,,,,,,,,191381,1047400
3,10,2155,50343399,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343409,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343419,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343429,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343439,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343449,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343459,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50343459,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
,,,50343510.72,,,,,,,,,,,,,,,,191379,1047400
3,10,2155,50344099,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344119,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344129,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344139,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344149,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344159,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344159,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
,,,50344211.64,,,,,,,,,,,,,,,,191426,1047416
3,10,2155,50344809,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344819,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344829,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344839,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344849,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344859,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344869,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50344869,373650455,-1222461375,56134,59384,202,179,90,155,93,-270831383,-429305889,385001117,0,0,0,,
,,,50344912.13,,,,,,,,,,,,,,,,191438,1047416
3,10,2155,50345509,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345519,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345529,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345539,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345549,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345559,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345569,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50345569,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
,,,50345613.06,,,,,,,,,,,,,,,,191410,1047384
3,10,2155,50346209,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346219,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346229,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346239,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346249,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346259,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346269,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346269,373650455,-1222461375,56134,59384,202,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
,,,50346312.89,,,,,,,,,,,,,,,,191332,1047416
3,10,2155,50346899,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346909,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346919,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346929,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346939,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346949,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346959,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50346959,373650455,-1222461375,56134,59384,201,179,90,154,93,-270831383,-429305889,385001117,0,0,0,,
,,,50347012.13,,,,,,,,,,,,,,,,191412,1047432
3,10,2155,50347599,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347609,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347619,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347629,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347639,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347649,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347659,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347669,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50347669,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
,,,50347712.75,,,,,,,,,,,,,,,,191389,1047416
3,10,2155,50348309,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348319,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348329,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348339,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348349,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348359,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348369,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50348369,373650455,-1222461375,56134,59384,201,178,90,154,93,-270831383,-429305889,385001117,0,0,0,,
,,,50348413.51,,,,,,,,,,,,,,,,191436,1047416
3,10,2155,50349009,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349019,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349029,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349039,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349049,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349059,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349069,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349069,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
,,,50349113.64,,,,,,,,,,,,,,,,191393,1047416
3,10,2155,50349709,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349719,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349729,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349739,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349749,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349759,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349769,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50349769,373650455,-1222461375,56134,59384,201,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
,,,50349814.29,,,,,,,,,,,,,,,,191463,1047416
3,10,2155,50350399,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350409,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350419,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350429,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350439,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350449,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350459,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50350459,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
,,,50350512.28,,,,,,,,,,,,,,,,191352,1047416
3,10,2155,50351109,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351119,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351129,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351139,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351149,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351159,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351169,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351169,373650455,-1222461375,56134,59384,200,178,90,153,92,-270831383,-429305889,385001117,0,0,0,,
,,,50351213.49,,,,,,,,,,,,,,,,191386,1047400
3,10,2155,50351799,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351809,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351819,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351829,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351839,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351849,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351859,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351869,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50351869,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
,,,50351912.62,,,,,,,,,,,,,,,,191398,1047336
3,10,2155,50352499,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352509,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352519,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352529,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352539,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352549,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352559,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50352559,373650455,-1222461375,56134,59384,200,177,90,153,92,-270831383,-429305889,385001117,0,0,0,,
,,,50352612.47,,,,,,,,,,,,,,,,191344,1047320
3,10,2155,50353199,373650455,-1222461375,56134,59384,200,177,90,152,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50353209,373650455,-1222461375,56134,59384,200,177,90,152,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50353219,373650455,-1222461375,56134,59384,200,177,90,152,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50353229,373650455,-1222461375,56134,59384,200,177,90,152,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50353239,373650455,-1222461375,56134,59384,200,177,90,152,92,-270831383,-429305889,385001117,0,0,0,,
3,10,2155,50353249,373650455,-1222461375,56134,59384,200,177,90,152,92,-270831383,-429305889,385001117,0,0,0,,
