Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset
3,5,2153,15740629,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
,,,15740638.75,,,,,,,,,,,,,,,,109353,1144
3,5,2153,15740639,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
3,5,2153,15740649,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
3,5,2153,15740649,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
3,5,2153,15740769,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
3,5,2153,15740779,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
3,5,2153,15740789,374004047,-1221730537,13236,16466,272,242,125,208,122,-270138535,-429420462,385286916,0,0,0,,
3,6,2153,15740799,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740809,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
,,,15740818,,,,,,,,,,,,,,,,109396,1128
3,6,2153,15740819,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740829,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740829,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740949,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740959,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740969,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740979,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15740989,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
,,,15740998.5,,,,,,,,,,,,,,,,109346,1128
3,6,2153,15740999,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741009,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741009,374004141,-1221730424,12830,16060,263,232,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741129,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741139,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741149,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741159,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741169,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
,,,15741178.94,,,,,,,,,,,,,,,,109259,1128
3,6,2153,15741179,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741189,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741189,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741309,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741319,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741329,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741339,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741349,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
,,,15741358.23,,,,,,,,,,,,,,,,109314,1128
3,6,2153,15741359,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741369,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741369,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741489,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741499,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741509,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741519,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741529,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
,,,15741538.53,,,,,,,,,,,,,,,,109305,1112
3,6,2153,15741539,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741549,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741549,374004141,-1221730424,12830,16060,263,233,118,200,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741669,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741679,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741689,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741699,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741709,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
,,,15741717.92,,,,,,,,,,,,,,,,109275,1112
3,6,2153,15741719,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741729,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741729,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741849,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741859,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741869,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741879,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741889,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741899,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
,,,15741899.42,,,,,,,,,,,,,,,,109321,1112
3,6,2153,15741909,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15741909,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742029,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742039,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742049,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742059,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742069,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
,,,15742078.64,,,,,,,,,,,,,,,,109341,1096
3,6,2153,15742079,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742089,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742089,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742209,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,6,2153,15742219,374004141,-1221730424,12830,16060,263,233,118,201,122,-270138245,-429420189,385286753,0,0,0,,
3,7,2153,15742229,374004120,-1221730370,12531,15761,257,227,106,201,119,-270138085,-429420026,385286553,0,0,0,,
3,7,2153,15742239,374004120,-1221730370,12531,15761,257,227,106,201,119,-270138085,-429420026,385286553,0,0,0,,
3,7,2153,15742249,374004120,-1221730370,12531,15761,257,227,106,201,119,-270138085,-429420026,385286553,0,0,0,,
3,8,2153,15742259,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15742259.56,,,,,,,,,,,,,,,,109239,1112
3,8,2153,15742269,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742269,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742269,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742389,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742399,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742409,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742419,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742429,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742439,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15742439.91,,,,,,,,,,,,,,,,109278,1112
3,8,2153,15742449,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742449,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742449,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742569,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742579,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742589,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742599,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742609,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742619,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15742619.65,,,,,,,,,,,,,,,,109329,1096
3,8,2153,15742629,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742629,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742629,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742749,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742759,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742769,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742779,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742789,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742799,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15742801.24,,,,,,,,,,,,,,,,109313,1112
3,8,2153,15742809,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742809,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742809,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742929,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742939,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742949,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742959,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742969,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742979,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15742980.64,,,,,,,,,,,,,,,,109263,1112
3,8,2153,15742989,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742989,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15742989,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743109,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743119,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743129,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743139,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743149,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743159,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15743162.43,,,,,,,,,,,,,,,,109298,1112
3,8,2153,15743169,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743169,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743169,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743289,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743299,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743309,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743319,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743329,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743339,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15743341.56,,,,,,,,,,,,,,,,109336,1112
3,8,2153,15743349,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743349,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743349,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743469,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743479,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743489,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743499,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743509,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743519,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
,,,15743521.26,,,,,,,,,,,,,,,,109347,1112
3,8,2153,15743529,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,8,2153,15743529,374004119,-1221730369,12525,15755,212,185,100,155,103,-270138082,-429420022,385286549,0,0,0,,
3,9,2153,15743649,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743659,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743669,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743679,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743689,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743699,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
,,,15743701.55,,,,,,,,,,,,,,,,109293,1112
3,9,2153,15743709,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743709,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743829,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743839,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743849,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743859,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743869,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743879,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
,,,15743880.68,,,,,,,,,,,,,,,,109314,1112
3,9,2153,15743889,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15743889,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15744009,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15744019,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,9,2153,15744029,374004143,-1221730330,12583,15813,209,182,97,154,103,-270138069,-429420066,385286605,0,0,0,,
3,10,2153,15744039,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
3,10,2153,15744049,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
3,10,2153,15744059,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
,,,15744060.04,,,,,,,,,,,,,,,,109263,1128
3,10,2153,15744069,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
3,10,2153,15744069,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
3,10,2153,15744189,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
3,10,2153,15744199,374004146,-1221730314,12587,15817,207,179,92,154,102,-270138058,-429420075,385286610,0,0,0,,
