Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset
2,5,2153,15737343,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737353,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737363,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737373,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737383,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737393,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737403,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
2,5,2153,15737403,373656934,-1221802790,25373,28613,871,762,607,460,422,-270322394,-429592526,384988164,0,0,0,,
,,,15737441.64,,,,,,,,,,,,,,,,109306,1047384
2,5,2153,15737523,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737533,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737543,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737553,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737563,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737573,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737583,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737583,373657306,-1221802963,26307,29547,872,762,607,460,422,-270322786,-429592860,384989060,0,0,0,,
,,,15737621.33,,,,,,,,,,,,,,,,109288,1047384
2,5,2153,15737713,373657306,-1221802963,26307,29547,872,762,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737723,373657306,-1221802963,26307,29547,872,762,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737733,373657306,-1221802963,26307,29547,872,762,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737743,373657306,-1221802963,26307,29547,872,762,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737753,373657306,-1221802963,26307,29547,872,762,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737763,373657306,-1221802963,26307,29547,872,762,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737773,373657306,-1221802963,26307,29547,872,763,607,461,422,-270322786,-429592860,384989060,0,0,0,,
2,5,2153,15737773,373657306,-1221802963,26307,29547,872,763,607,461,422,-270322786,-429592860,384989060,0,0,0,,
,,,15737802.95,,,,,,,,,,,,,,,,109321,1047384
2,5,2153,15737893,373657220,-1221802904,24960,28200,872,763,607,461,422,-270322203,-429592031,384988166,17,-11,-58,,
2,5,2153,15737903,373657220,-1221802904,24960,28200,872,763,607,461,422,-270322203,-429592031,384988166,0,0,0,,
2,5,2153,15737913,373657220,-1221802904,24960,28200,872,763,607,461,422,-270322203,-429592031,384988166,0,0,0,,
2,5,2153,15737923,373657214,-1221802900,24891,28131,872,763,607,461,422,-270322173,-429591991,384988119,18,-12,-52,,
2,5,2153,15737933,373657214,-1221802900,24891,28131,872,763,607,461,422,-270322173,-429591991,384988119,0,0,0,,
2,5,2153,15737943,373657214,-1221802900,24891,28131,872,763,607,461,422,-270322173,-429591991,384988119,0,0,0,,
2,5,2153,15737953,373657214,-1221802900,24891,28131,872,763,607,461,422,-270322173,-429591991,384988119,0,0,0,,
2,5,2153,15737953,373657214,-1221802900,24891,28131,872,763,607,461,422,-270322173,-429591991,384988119,0,0,0,,
,,,15737982.05,,,,,,,,,,,,,,,,109265,1047384
2,5,2153,15738073,373657196,-1221802884,24699,27939,872,763,607,461,422,-270322086,-429591879,384987987,0,0,0,,
2,5,2153,15738083,373657196,-1221802884,24699,27939,872,763,607,461,422,-270322086,-429591879,384987987,0,0,0,,
2,5,2153,15738093,373657196,-1221802884,24699,27939,872,763,607,461,423,-270322086,-429591879,384987987,0,0,0,,
2,5,2153,15738103,373657196,-1221802884,24699,27939,872,763,607,461,423,-270322086,-429591879,384987987,0,0,0,,
2,5,2153,15738113,373657196,-1221802884,24699,27939,872,763,607,461,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738123,373657196,-1221802884,24699,27939,872,763,607,461,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738133,373657196,-1221802884,24699,27939,872,763,607,461,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738133,373657196,-1221802884,24699,27939,872,763,607,461,423,-270322086,-429591879,384987987,0,0,0,,
,,,15738162.44,,,,,,,,,,,,,,,,109196,1047400
3,5,2153,15738243,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738253,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738263,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738273,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738283,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738293,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738303,373657196,-1221802884,24699,27939,872,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738313,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738313,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
,,,15738341.66,,,,,,,,,,,,,,,,109240,1047416
3,5,2153,15738433,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738443,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738453,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738463,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738473,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738483,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738493,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738493,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
,,,15738522.17,,,,,,,,,,,,,,,,109284,1047416
3,5,2153,15738613,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738623,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738633,373657196,-1221802884,24699,27939,873,763,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738643,373657196,-1221802884,24699,27939,873,764,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738653,373657196,-1221802884,24699,27939,873,764,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738663,373657196,-1221802884,24699,27939,873,764,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738673,373657196,-1221802884,24699,27939,873,764,607,462,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738673,373657196,-1221802884,24699,27939,873,764,607,462,423,-270322086,-429591879,384987987,0,0,0,,
,,,15738702.63,,,,,,,,,,,,,,,,109213,1047416
3,5,2153,15738793,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738803,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738813,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738823,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738833,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738843,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738853,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738853,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
,,,15738882.28,,,,,,,,,,,,,,,,109333,1047432
3,5,2153,15738973,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738983,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15738993,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739003,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739013,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739023,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739033,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739033,373657196,-1221802884,24699,27939,873,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
,,,15739063.3,,,,,,,,,,,,,,,,109210,1047432
3,5,2153,15739143,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739153,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739163,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739173,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739183,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739193,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739203,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739213,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
3,5,2153,15739213,373657196,-1221802884,24699,27939,874,764,607,463,423,-270322086,-429591879,384987987,0,0,0,,
,,,15739242.58,,,,,,,,,,,,,,,,109317,1047432
3,6,2153,15739333,373657482,-1221802982,25924,29164,707,616,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739343,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739353,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739363,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739373,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739383,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739393,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739393,373657482,-1221802982,25924,29164,707,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
,,,15739423.06,,,,,,,,,,,,,,,,109298,1047432
3,6,2153,15739513,373657482,-1221802982,25924,29164,708,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739523,373657482,-1221802982,25924,29164,708,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739533,373657482,-1221802982,25924,29164,708,617,446,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739543,373657482,-1221802982,25924,29164,708,617,447,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739553,373657482,-1221802982,25924,29164,708,617,447,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739563,373657482,-1221802982,25924,29164,708,618,447,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739573,373657482,-1221802982,25924,29164,708,618,447,426,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739573,373657482,-1221802982,25924,29164,708,618,447,426,346,-270322575,-429592493,384988982,0,0,0,,
,,,15739602.3,,,,,,,,,,,,,,,,109302,1047448
3,6,2153,15739693,373657482,-1221802982,25924,29164,709,618,447,427,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739703,373657482,-1221802982,25924,29164,709,618,447,427,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739713,373657482,-1221802982,25924,29164,709,618,447,427,346,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739723,373657482,-1221802982,25924,29164,709,618,447,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739733,373657482,-1221802982,25924,29164,709,618,447,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739743,373657482,-1221802982,25924,29164,709,618,447,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739753,373657482,-1221802982,25924,29164,709,618,447,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739753,373657482,-1221802982,25924,29164,709,618,447,427,347,-270322575,-429592493,384988982,0,0,0,,
,,,15739782.83,,,,,,,,,,,,,,,,109311,1047432
3,6,2153,15739873,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739883,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739893,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739903,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739913,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739923,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739933,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15739933,373657482,-1221802982,25924,29164,710,619,448,427,347,-270322575,-429592493,384988982,0,0,0,,
,,,15739963.15,,,,,,,,,,,,,,,,109283,1047432
3,6,2153,15740043,373657482,-1221802982,25924,29164,711,620,448,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740053,373657482,-1221802982,25924,29164,711,620,448,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740063,373657482,-1221802982,25924,29164,711,620,448,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740073,373657482,-1221802982,25924,29164,711,620,448,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740083,373657482,-1221802982,25924,29164,711,620,448,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740093,373657482,-1221802982,25924,29164,711,620,449,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740103,373657482,-1221802982,25924,29164,711,620,449,428,347,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740103,373657482,-1221802982,25924,29164,711,620,449,428,347,-270322575,-429592493,384988982,0,0,0,,
,,,15740142.31,,,,,,,,,,,,,,,,109267,1047432
3,6,2153,15740223,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740233,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740243,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740253,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740263,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740273,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740283,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740283,373657482,-1221802982,25924,29164,712,621,449,428,348,-270322575,-429592493,384988982,0,0,0,,
,,,15740321.55,,,,,,,,,,,,,,,,109310,1047416
3,6,2153,15740403,373657482,-1221802982,25924,29164,713,621,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740413,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740423,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740433,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740443,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740453,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740463,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740463,373657482,-1221802982,25924,29164,713,622,450,429,348,-270322575,-429592493,384988982,0,0,0,,
,,,15740501.54,,,,,,,,,,,,,,,,109311,1047432
3,6,2153,15740593,373657482,-1221802982,25924,29164,714,622,450,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740603,373657482,-1221802982,25924,29164,714,622,450,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740613,373657482,-1221802982,25924,29164,714,622,450,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740623,373657482,-1221802982,25924,29164,714,622,450,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740633,373657482,-1221802982,25924,29164,714,623,450,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740643,373657482,-1221802982,25924,29164,714,623,451,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740653,373657482,-1221802982,25924,29164,714,623,451,429,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740653,373657482,-1221802982,25924,29164,714,623,451,429,349,-270322575,-429592493,384988982,0,0,0,,
,,,15740683.45,,,,,,,,,,,,,,,,109270,1047448
3,6,2153,15740773,373657482,-1221802982,25924,29164,714,623,451,430,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740783,373657482,-1221802982,25924,29164,715,623,451,430,349,-270322575,-429592493,384988982,0,0,0,,
3,6,2153,15740793,373657482,-1221802982,25924,29164,715,623,451,430,349,-270322575,-429592493,384988982,0,0,0,,
3,7,2153,15740803,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740813,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740823,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740833,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740833,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
,,,15740862.66,,,,,,,,,,,,,,,,109310,1047448
3,7,2153,15740953,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740963,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740969,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740979,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740989,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15740999,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741009,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741009,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
,,,15741043.17,,,,,,,,,,,,,,,,109328,1047448
3,7,2153,15741129,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741139,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741149,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741159,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741169,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741179,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741189,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741189,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
,,,15741223.7,,,,,,,,,,,,,,,,109317,1047464
3,7,2153,15741309,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741319,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741329,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741339,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741349,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741359,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741369,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
3,7,2153,15741369,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
,,,15741402.87,,,,,,,,,,,,,,,,109233,1047464
3,7,2153,15741489,373657679,-1221803062,25867,29107,319,274,188,199,163,-270322540,-429592305,384989122,0,0,0,,
