Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Range (raw)
0,0,2152,8204920,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8204930,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8204939,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
,,,8204939,,,,,,,,,,,,,,,,22756
0,0,2152,8204950,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8204960,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8204970,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8204980,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8204980,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8205100,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8205110,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
,,,8205120,,,,,,,,,,,,,,,,22698
0,0,2152,8205120,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8205130,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
0,0,2152,8205139,0,0,0,0,0,0,0,0,0,-270072400,-429439700,385307500,0,0,0,
2,4,2152,8205148,374028562,-1221658382,10702,13932,498,401,388,99,294,-270074584,-429438785,385306992,0,0,0,
2,4,2152,8205148,374028562,-1221658382,10702,13932,498,401,388,99,294,-270074584,-429438785,385306992,0,0,0,
0,0,2152,8205150,0,0,0,0,9990,9990,9990,9990,9990,-270072400,-429439700,385307500,0,0,0,
2,4,2152,8205268,374028369,-1221657267,10710,13940,497,401,388,99,294,-270073821,-429439426,385306826,44,-15,11,
2,4,2152,8205278,374028371,-1221657250,10710,13940,497,401,388,99,294,-270073808,-429439432,385306829,43,-15,10,
2,4,2152,8205288,374028371,-1221657239,10710,13940,497,401,388,99,294,-270073800,-429439438,385306828,42,-15,10,
2,4,2152,8205298,374028370,-1221657227,10710,13940,497,401,388,99,294,-270073791,-429439444,385306827,41,-15,10,
,,,8205300,,,,,,,,,,,,,,,,22689
2,4,2152,8205308,374028369,-1221657219,10710,13940,497,401,388,99,294,-270073785,-429439448,385306826,40,-14,10,
2,4,2152,8205318,374028371,-1221657198,10709,13939,497,401,388,99,294,-270073768,-429439457,385306828,41,-14,10,
2,4,2152,8205328,374028371,-1221657179,10709,13939,497,401,388,99,294,-270073754,-429439465,385306828,40,-14,10,
2,4,2152,8205328,374028371,-1221657179,10709,13939,497,401,388,99,294,-270073754,-429439465,385306828,40,-14,10,
2,4,2152,8205448,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205458,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205468,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205478,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8205481,,,,,,,,,,,,,,,,22767
2,4,2152,8205488,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205498,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205508,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205508,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205628,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205638,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205648,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205658,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8205660,,,,,,,,,,,,,,,,22774
2,4,2152,8205668,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205678,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205688,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205688,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205808,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205818,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205828,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205838,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8205840,,,,,,,,,,,,,,,,22798
2,4,2152,8205848,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205858,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205868,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205868,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205988,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8205998,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206008,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206018,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8206020,,,,,,,,,,,,,,,,22786
2,4,2152,8206028,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206038,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206048,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206048,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206168,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206178,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206188,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206198,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8206201,,,,,,,,,,,,,,,,22813
2,4,2152,8206208,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206218,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206228,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206228,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206348,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206358,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206368,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206378,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8206383,,,,,,,,,,,,,,,,22782
2,4,2152,8206388,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206398,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206408,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206408,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206528,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206538,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206548,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206558,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8206564,,,,,,,,,,,,,,,,22755
2,4,2152,8206568,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206578,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206588,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206588,374028361,-1221657162,10709,13939,497,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206708,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206718,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206728,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206738,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8206742,,,,,,,,,,,,,,,,22756
2,4,2152,8206748,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206758,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206768,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206768,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206888,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206898,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206908,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206918,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8206921,,,,,,,,,,,,,,,,22767
2,4,2152,8206928,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206938,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206948,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8206948,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207068,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207078,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207088,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207098,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8207101,,,,,,,,,,,,,,,,22857
2,4,2152,8207108,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207118,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207128,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207128,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207248,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207258,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207268,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207278,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
,,,8207281,,,,,,,,,,,,,,,,22698
2,4,2152,8207288,374028361,-1221657162,10709,13939,498,401,388,99,294,-270073744,-429439479,385306819,0,0,0,
2,4,2152,8207298,374028398,-1221656948,10709,13939,498,401,388,99,294,-270073571,-429439559,385306851,-30,41,40,
2,4,2152,8207308,374028402,-1221656953,10710,13940,498,401,388,99,294,-270073574,-429439555,385306856,-32,41,39,
2,4,2152,8207308,374028402,-1221656953,10710,13940,498,401,388,99,294,-270073574,-429439555,385306856,-32,41,39,
2,4,2152,8207428,374028445,-1221657007,10711,13941,498,401,388,99,294,-270073599,-429439505,385306894,-20,36,34,
2,4,2152,8207438,374028449,-1221657011,10711,13941,498,401,388,99,294,-270073601,-429439501,385306898,-20,36,34,
2,4,2152,8207448,374028449,-1221657012,10711,13941,498,401,388,99,294,-270073602,-429439501,385306898,-22,38,34,
2,4,2152,8207458,374028452,-1221657018,10711,13941,498,401,388,99,294,-270073605,-429439496,385306901,-22,38,34,
,,,8207462,,,,,,,,,,,,,,,,22697
2,4,2152,8207468,374028455,-1221657022,10712,13942,498,401,388,99,294,-270073607,-429439493,385306903,-21,35,32,
2,4,2152,8207478,374028458,-1221657028,10712,13942,498,401,388,99,294,-270073610,-429439489,385306906,-21,35,32,
2,4,2152,8207488,374028460,-1221657032,10712,13942,498,401,388,99,294,-270073613,-429439486,385306908,-21,34,29,
2,4,2152,8207488,374028460,-1221657032,10712,13942,498,401,388,99,294,-270073613,-429439486,385306908,-21,34,29,
2,4,2152,8207608,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207618,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207628,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207638,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
,,,8207643,,,,,,,,,,,,,,,,22740
2,4,2152,8207648,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207658,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207668,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207668,374028459,-1221657038,10714,13944,498,401,388,99,294,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207788,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207798,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207808,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207818,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
,,,8207824,,,,,,,,,,,,,,,,22721
2,4,2152,8207828,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207838,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207848,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207848,374028459,-1221657038,10714,13944,498,401,388,99,295,-270073618,-429439485,385306908,0,0,0,
2,4,2152,8207968,374028404,-1221656996,10710,13940,498,401,388,99,295,-270073605,-429439534,385306857,7,-44,-53,
2,4,2152,8207978,374028400,-1221656993,10710,13940,498,401,388,99,295,-270073605,-429439537,385306854,6,-41,-50,
2,4,2152,8207988,374028394,-1221656990,10710,13940,498,401,388,99,295,-270073604,-429439541,385306849,6,-41,-50,
2,4,2152,8207998,374028390,-1221656988,10710,13940,498,401,388,99,295,-270073604,-429439545,385306845,6,-39,-48,
,,,8208002,,,,,,,,,,,,,,,,22665
2,4,2152,8208008,374028387,-1221656987,10710,13940,498,401,388,99,295,-270073604,-429439547,385306842,5,-37,-45,
2,4,2152,8208018,374028382,-1221656984,10709,13939,498,401,388,99,295,-270073604,-429439551,385306838,6,-38,-44,
2,4,2152,8208028,374028379,-1221656981,10709,13939,498,401,388,99,295,-270073603,-429439554,385306834,6,-36,-42,
2,4,2152,8208028,374028379,-1221656981,10709,13939,498,401,388,99,295,-270073603,-429439554,385306834,6,-36,-42,
2,4,2152,8208148,374028372,-1221656980,10709,13939,498,401,389,99,295,-270073604,-429439558,385306829,4,-28,-32,
2,4,2152,8208158,374028372,-1221656981,10709,13939,498,401,389,99,295,-270073605,-429439558,385306829,4,-28,-32,
2,4,2152,8208168,374028373,-1221656981,10709,13939,498,401,389,99,295,-270073605,-429439557,385306829,4,-28,-31,
2,4,2152,8208178,374028374,-1221656982,10709,13939,498,401,389,99,295,-270073605,-429439557,385306830,4,-28,-31,
,,,8208182,,,,,,,,,,,,,,,,22726
2,4,2152,8208188,374028375,-1221656982,10709,13939,498,401,389,99,295,-270073605,-429439556,385306831,4,-27,-30,
2,4,2152,8208198,374028376,-1221656983,10709,13939,498,401,389,99,295,-270073605,-429439555,385306832,4,-27,-31,
2,4,2152,8208208,374028377,-1221656983,10709,13939,498,401,389,99,295,-270073605,-429439554,385306833,4,-27,-31,
2,4,2152,8208208,374028377,-1221656983,10709,13939,498,401,389,99,295,-270073605,-429439554,385306833,4,-27,-31,
2,4,2152,8208328,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208338,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208348,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208358,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
,,,8208361,,,,,,,,,,,,,,,,22756
2,4,2152,8208368,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208378,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208388,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208388,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208508,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208518,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208528,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208538,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
,,,8208542,,,,,,,,,,,,,,,,22677
2,4,2152,8208548,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208558,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208568,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208568,374028380,-1221656977,10708,13938,498,401,389,99,295,-270073599,-429439554,385306835,0,0,0,
2,4,2152,8208688,374028391,-1221656985,10707,13937,498,401,389,99,295,-270073601,-429439544,385306844,5,-29,-31,
2,4,2152,8208698,374028391,-1221656985,10707,13937,498,401,389,99,295,-270073601,-429439544,385306844,0,0,0,
2,4,2152,8208708,374028391,-1221656985,10707,13937,498,401,389,99,295,-270073601,-429439544,385306844,0,0,0,
2,4,2152,8208718,374028391,-1221656985,10707,13937,498,401,389,99,295,-270073601,-429439544,385306844,0,0,0,
,,,8208721,,,,,,,,,,,,,,,,22680
2,4,2152,8208728,374028391,-1221656985,10707,13937,498,401,389,99,295,-270073601,-429439544,385306844,0,0,0,
2,4,2152,8208738,374028391,-1221656985,10707,13937,498,401,389,99,295,-270073600,-429439544,385306844,9,-33,-33,
2,4,2152,8208748,374028391,-1221656985,10706,13936,498,401,389,99,295,-270073600,-429439543,385306844,0,-31,-34,
2,4,2152,8208748,374028391,-1221656985,10706,13936,498,401,389,99,295,-270073600,-429439543,385306844,0,-31,-34,
2,4,2152,8208868,374028309,-1221656987,10704,13934,498,401,389,99,295,-270073630,-429439587,385306770,-43,-83,-122,
2,4,2152,8208878,374028279,-1221656992,10704,13934,498,401,389,99,295,-270073645,-429439603,385306744,-52,-87,-133,
2,4,2152,8208888,374028254,-1221657027,10708,13938,947,896,890,100,305,-270073681,-429439603,385306724,-52,-87,-133,
