Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Range (raw)
0,0,1381,30240930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30240940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30240940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1381,30241959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8205889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8206970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8207989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2152,8208950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4,2152,8209050,374030681,-1221656954,12129,15359,75,235,119,61,65,-270073357,-429439208,385309727,0,0,0,
2,4,2152,8209060,374030353,-1221656697,12525,15755,75,235,119,61,65,-270073449,-429439782,385309678,0,0,0,
2,4,2152,8209070,374030685,-1221656894,12249,15479,75,235,119,61,65,-270073361,-429439315,385309803,0,0,0,
2,4,2152,8209080,374030729,-1221656891,12288,15518,75,235,119,61,65,-270073360,-429439317,385309866,0,0,0,
2,4,2152,8209090,374030608,-1221656801,12437,15667,75,235,119,61,65,-270073399,-429439529,385309850,0,0,0,
2,4,2152,8209100,374030788,-1221656714,12242,15472,75,235,119,61,65,-270073186,-429439336,385309890,0,0,0,
2,4,2152,8209110,374030573,-1221656652,12155,15385,75,235,119,61,65,-270073180,-429439429,385309647,0,0,0,
2,4,2152,8209110,374030573,-1221656652,12155,15385,75,235,119,61,65,-270073180,-429439429,385309647,0,0,0,
2,4,2152,8209230,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209240,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209250,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209260,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209270,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209280,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209290,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209290,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209410,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209420,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209430,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209440,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209450,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209460,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209470,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209470,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209590,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209600,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209610,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209620,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209630,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209640,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209650,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209650,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209770,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209780,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209790,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209800,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209810,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209820,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209830,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209830,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209950,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209960,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209970,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209980,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8209990,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210000,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210010,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210010,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210130,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210140,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210150,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210160,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210170,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210180,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210190,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210190,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210310,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210320,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210330,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210340,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210350,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210360,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210370,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210370,374030552,-1221656727,11961,15191,75,235,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210490,374030552,-1221656727,11961,15191,75,236,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210500,374030552,-1221656727,11961,15191,75,236,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210510,374030552,-1221656727,11961,15191,75,236,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210520,374030552,-1221656727,11961,15191,75,236,119,61,65,-270073162,-429439276,385309511,0,0,0,
2,4,2152,8210530,374030552,-1221656727,11961,15191,75,236,119,61,65,-270073162,-429439276,385309511,0,0,0,
